[08Jan2026 22:48:28.455] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Frenk012, --version, 1.21.1, --gameDir, C:/Users/franc/AppData/Roaming/PrismLauncher/instances/Chronicles- Tharidia/minecraft, --assetsDir, C:/Users/franc/AppData/Roaming/PrismLauncher/assets, --assetIndex, 17, --uuid, 627fa2422ee641adaeafed08dc703333, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.217, --fml.fmlVersion, 4.0.42, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[08Jan2026 22:48:28.460] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[08Jan2026 22:48:28.464] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Windows 11 arch amd64 version 10.0
[08Jan2026 22:48:29.144] [main/INFO] [net.neoforged.fml.loading.ImmediateWindowHandler/]: Loading ImmediateWindowProvider fmlearlywindow
[08Jan2026 22:48:29.262] [main/INFO] [EARLYDISPLAY/]: Trying GL version 4.6
[08Jan2026 22:48:29.399] [main/INFO] [EARLYDISPLAY/]: Requested GL version 4.6 got version 4.6
[08Jan2026 22:48:29.477] [main/INFO] [CrashAssistantJarInJarHelper/]: Launching CrashAssistantApp (CrashAssistant-neoforge-1.20.6-1.21.4-1.10.27.jar)
[08Jan2026 22:48:29.491] [main/WARN] [CrashAssistantJarInJarHelper/]: Closed old CrashAssistantApp process to prevent confusing the player with window containing information from old crash.
[08Jan2026 22:48:29.620] [pool-2-thread-1/INFO] [EARLYDISPLAY/]: GL info: NVIDIA GeForce RTX 4060/PCIe/SSE2 GL version 4.6.0 NVIDIA 591.74, NVIDIA Corporation
[08Jan2026 22:48:29.975] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.7 Source=union:/C:/Users/franc/AppData/Roaming/PrismLauncher/libraries/net/fabricmc/sponge-mixin/0.15.2+mixin.0.8.7/sponge-mixin-0.15.2+mixin.0.8.7.jar%23175!/ Service=ModLauncher Env=CLIENT
[08Jan2026 22:48:30.181] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "client-1.21.1-20240808.144430-srg.jar" [locator: production client provider +net.neoforged:neoforge:21.1.217:client]
[08Jan2026 22:48:30.198] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "neoforge-21.1.217-universal.jar" [locator: PathBasedLocator[name=neoforge, paths=[C:\Users\franc\AppData\Roaming\PrismLauncher\libraries\net\neoforged\neoforge\21.1.217\neoforge-21.1.217-universal.jar]], reader: mod manifest]
[08Jan2026 22:48:30.213] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "[1.21-neoforge]-Epic-Knights-Addon-1.24.jar" [locator: {mods folder locator at C:\Users\franc\AppData\Roaming\PrismLauncher\instances\Chronicles- Tharidia\minecraft\mods}, reader: mod manifest]
[08Jan2026 22:48:30.217] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "[1.21.1-neoforge]-Siege-Machines-1.33.jar" [locator: {mods folder locator at C:\Users\franc\AppData\Roaming\PrismLauncher\instances\Chronicles- Tharidia\minecraft\mods}, reader: mod manifest]
[08Jan2026 22:48:30.220] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "accessible-step-neoforge-mc1.21.1-2.1.0+1.21.1.jar" [locator: {mods folder locator at C:\Users\franc\AppData\Roaming\PrismLauncher\instances\Chronicles- Tharidia\minecraft\mods}, reader: mod manifest]
[08Jan2026 22:48:30.225] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "accessories-neoforge-1.1.0-beta.52+1.21.1.jar" [locator: {mods folder locator at C:\Users\franc\AppData\Roaming\PrismLauncher\instances\Chronicles- Tharidia\minecraft\mods}, reader: mod manifest]
[08Jan2026 22:48:30.229] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "aces_spell_utils-1.1.19-1.21.1.jar" [locator: {mods folder locator at C:\Users\franc\AppData\Roaming\PrismLauncher\instances\Chronicles- Tharidia\minecraft\mods}, reader: mod manifest]
[08Jan2026 22:48:30.233] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "alexsmobs-1.22.16.jar" [locator: {mods folder locator at C:\Users\franc\AppData\Roaming\PrismLauncher\instances\Chronicles- Tharidia\minecraft\mods}, reader: mod manifest]
[08Jan2026 22:48:30.238] [main/INFO] [net.neoforged.fml.loading.moddiscovery.ModDiscoverer/SCAN]: Found mod file "alltheleaks-1.1.4+1.21.1-neoforge.jar" [locator: {mods folder locator at C:\Users\franc\AppData\Roaming\PrismLauncher\instances\Chronicles- Tharidia\minecraft\mods}, reader: mod manifest]
